PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2122,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,0,0,1,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0
2123,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,-1,-1,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,-1,0,0,-1,1,-1,-1,1,0,1
2124,0,1,0,1,-1,0,0,0,-1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,1,0,0,0,1,-1,0,0,1,0,0,-1,-1,0,1,0,0,-1,0,0,1,0,0,1
2125,0,0,1,1,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,1,1,1,-1,-1,0,0,0,-1,0,0,1,1,1,-1,0,-1,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0
2126,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,0,0,0,0
2127,0,-1,0,-1,0,0,0,1,0,1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,1,0,0,-1,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,1,-1,1,0,0,0,-1,0,0
2128,-1,0,1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,-1,-1,1,1,1,0,0,0,0,1,-1,0,0,0,1,-1,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,-1,0,1,-1,-1,0,1,-1,0,1,0,0,-1,-1,0,-1,0,0,0,0
2129,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,-1,1,1,1,0,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0
2130,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,-1,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,1,0,-1,0,0,0,-1,0,1,-1,0,1,0,0,0
2131,1,1,-1,0,1,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,1,0,-1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0
2132,0,1,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0
2133,0,1,0,-1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,-1,0
2134,-1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,-1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,1,1,1,1,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1
2135,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,-1,0,-1,0,1,0,0,-1,0,0,0,0,0,0
2136,0,0,-1,0,1,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,-1,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0
2137,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,-1,0,0,1,0,0,-1,0,0,1,0,-1,0,-1,0,0,0,1,-1,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,-1,0,0,1,1,0,0,-1,0,1,-1,0,0,-1,1,0
2138,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,-1,0,1,0,0,1,0,0,-1,0,-1,-1
2139,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,1,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,-1,0,1,0,1,0,-1,-1,0,1,0,0
2140,0,0,0,1,0,0,-1,0,1,0,1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,1,0,1,-1,0,0,-1,0,0,1,0,0,0,0
2141,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,1,-1,0,0,0,1,0,-1,0,0,-1,-1,0,0,-1,1,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,-1,0,0,-1
2142,0,0,1,1,1,-1,0,1,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,-1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,-1,1,-1,0,0
2143,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,1,0
2144,-1,-1,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,1,0,0,0,-1,0,-1,0,0,1,-1,0
2145,1,-1,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0
2146,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,1,0,0,1,-1,-1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,-1,1,0,0,0,1,0,-1,0,0,0,0
2147,0,0,1,0,0,1,0,-1,-1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,0,1,0,-1,0,0,0
2148,-1,0,0,0,0,0,-1,1,0,0,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,0,0,0,0,0,0,-1,1,0,-1,0,0,1,0,1,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,-1,1
2149,0,0,0,1,0,0,-1,-1,0,-1,0,-1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,-1,-1,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,-1,1,-1,-1,0,0,1,0,-1,0,0,1,0,0,0,-1,0,0,0
2150,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,1,0,0,0,-1,1,0,0,-1,0,-1,0,-1,0,-1,0,1,0,1,-1,0,1,-1,0,1,0,1,1,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,0,0,0,0
2151,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,1,1,-1,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
2152,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-1,1,0,0,0,1,0,0,1,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0
2153,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,-1,0,0,-1,1,1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1
2154,0,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,1,0,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,-1,0,0,0,0
2155,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0,0,-1,0,-1,0,0,-1,1,0,0,1,1,0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,1
2156,-1,-1,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,-1,1,-1,0,-1,0,-1,1,0,0,0,-1,-1,0
2157,0,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,1,0,0,0,0,0,1,0,-1,0,1,1,0,0,-1,0,1,1,1,-1,0,0,0,0
2158,1,0,1,0,0,0,-1,-1,1,0,0,-1,0,1,-1,0,0,0,0,0,0,-1,1,0,0,1,-1,0,0,1,0,0,0,0,1,-1,0,-1,0,-1,1,-1,0,-1,-1,0,0,0,-1,1,-1,1,1,0,0,0,1,1,0,0,1,0,-1,1
2159,-1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,1,0,-1
2160,-1,0,0,1,0,-1,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,1,0,0,0,-1,1,1,-1,0,1,0,1,0,-1,-1,-1,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0
2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,0,0,0,1,0,-1,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,1,0,0,1
2162,0,0,1,0,0,0,0,0,-1,1,0,0,-1,-1,0,0,0,1,1,1,0,0,-1,0,-1,1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,-1,0,0,0,-1,1,1,0,0,0,1,1,0,0,0,-1,0,0,0,-1,-1,0,0,0
2163,-1,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,1,0,1,0,0,1,-1,-1,0,1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,1,0,0,0,0,-1,-1,0,1,0,0,0,-1,0,-1,0,0
2164,0,0,0,0,1,1,0,-1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,-1,0,-1,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1
2165,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,-1,0,1,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,1,0,-1,0,0,0,-1,0,-1,0,0,0,0,1
2166,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,0,0,0,0,1,-1,0,-1,0
2167,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0
2168,1,-1,0,0,-1,1,0,0,1,0,0,-1,0,0,0,1,-1,0,1,1,0,-1,1,1,1,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2169,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,1,0,0,1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0
2170,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,1,0,0,1,0,1,0,1,0,0,-1,0,-1,1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,1,0
2171,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,-1,0,0,0,0,-1,-1,1,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
2172,0,0,-1,-1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,1,0,-1,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,1,1,-1,0,0,-1,-1,0,0,0,0,0,-1,1,-1,0,0,0,-1,0
2173,0,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,1,0,0,-1,0,1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,1,0
2174,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0
2175,0,0,0,1,0,0,-1,1,0,0,0,1,0,1,0,0,-1,1,0,1,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,0,-1,1,0,0,0,0,-1,1,-1,0,1,-1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,1,0,-1,0,-1,0,1,-1,1,-1,0,1
2177,0,0,-1,0,0,1,1,-1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,1,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,-1,-1
2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,0
2179,0,-1,0,1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,-1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0
2180,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1
2181,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,1,0,0,1,0
2182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,0
2183,0,-1,0,0,0,-1,0,-1,0,1,0,1,-1,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,1,0,0,-1,0,0,1,0,-1,0,1,-1,-1,0,0,0,0
2184,0,0,1,1,-1,1,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,0,-1,1,-1,-1,1,0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,-1,0,0,0,1
2185,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-1,0,0,-1,-1,-1,1,0,0,0,0,1,-1,0,1,0,1,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,0,0,-1,-1,-1,0,0,1
2186,0,0,-1,0,-1,0,-1,-1,-1,0,1,-1,1,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,0,0,-1,-1,1,0
2187,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,-1,-1,1,1,-1,1,0,0,0,0,1,1,0,0,0,1,0,0,-1,0,0,-1,1,-1,0,0,-1,1,1,0,1,1,-1,0,0,0,0
2188,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,1,-1,0,1,-1,0,1,1,1,0,0,1,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,1
2189,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,-1,1,-1,0,1,-1,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,0
2190,1,0,0,1,-1,1,0,-1,-1,0,-1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,-1,0,1,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
2191,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,1,-1,0,1,0,1,0,0,-1,-1,0,0,1,1,0,1,1,0,0,0,0,0,0,-1
2192,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,-1,-1,-1,1,0,-1,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,0,1,1,1
2193,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,1,1,0,-1,0,0,-1,0,1,0,-1,-1,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,-1,-1,-1,-1
2194,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,1,1,0,0,1,1,0,0,-1,1,0,0,1,-1,-1,0,0,0,0,0,1,0,-1,-1,0,0
2195,1,0,-1,0,0,1,0,-1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,-1,0,1,0,1,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,1,0,-1,0,-1,0,0,0,-1,0,1,0,1,0,-1,0,0,0,-1,0
2196,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,-1,0,0,1,0,0,1,0,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,-1,0,0,1,0,0,0,-1
2197,-1,-1,0,-1,0,0,1,-1,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,-1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
2198,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,1,0,1,0,0,-1,-1,0,0,0,0,1,-1,0,1,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1
2199,1,0,1,1,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,0,0,-1,0,0,0,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,-1,0,-1,0,0,0,0,0,0
2200,0,1,-1,1,0,-1,-1,-1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,0,-1,0,0,-1,0,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2201,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,0,0,1,-1,-1,0,1,-1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,0,1,0,0,1,1,-1,-1,0
2202,0,0,0,0,0,-1,0,0,-1,0,0,0,1,1,-1,1,0,1,-1,-1,0,0,0,1,0,0,-1,1,0,-1,-1,0,1,0,1,-1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,1,1,0,-1,0,-1,1,0,0,0,1,0,0,0,0
2203,0,0,0,-1,0,0,0,0,1,0,-1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,0,1,0,0,0,1,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,1,0
2204,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,-1,-1,0,-1,0,0,1,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,0,0,-1,0,0,1,0,-1,0,0,0,0,1,-1,0,0
2205,0,0,-1,0,1,-1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,0,0,-1,1,1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0
2206,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,1,0,0,0,0,0,-1,0,1,0,0,0,-1,1,1,0,-1
2207,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,0,-1,-1,0,-1,-1,1,0,0,0,1,-1,0,0,1,0,0,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,-1,0,0,1,0,-1,0,0,-1,1,1
2208,-1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,-1,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,1
2209,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,-1,0,-1,0,0,0,-1,1,0,-1,-1,0,-1,0,1,0,0,0,1,-1,0,0,0,1,1,0,0,1,0,0,1,0,0,-1,0,1,0,-1,1,0,0,0,-1
2210,0,0,0,-1,0,0,0,1,-1,0,0,0,1,1,1,1,0,0,1,0,-1,0,0,0,0,0,-1,-1,1,0,-1,1,0,0,1,0,0,0,0,0,0,1,-1,-1,-1,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-1
2211,1,0,0,0,-1,0,0,1,0,0,0,0,0,1,-1,0,-1,0,-1,0,0,0,1,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,-1,0,1,0,0,0,0,1,0,-1,0,-1,0
2212,0,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,-1,0,-1,0,1,-1,-1,-1,0,-1,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,-1,0,1,0,-1,0,1,0,1,0,0,1,-1,1,0,0,0,-1,-1,-1
2213,0,0,-1,0,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,1,1,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,0,0,0,1,-1,1,0,1,0,0,0
2214,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,-1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,-1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2215,0,1,-1,-1,1,1,0,-1,-1,0,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0
2216,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,1,1,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,1,1,0,0
2217,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2218,-1,0,0,0,0,0,0,0,-1,-1,1,0,1,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,1,1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,1,0,-1,1,-1,0,1
