PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2354,-1,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,1,0,-1,-1,1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,1,0,1,0,-1,1,0,0,0,1,1,-1,0
2355,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,1,-1,1,-1,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,1,0,-1,0
2356,0,-1,0,-1,0,1,1,0,1,-1,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0
2357,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,0,0,0,1,-1,0,1,0,0,0,1,-1,0,-1,0,-1,-1,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,1,0,1,1,0,0,-1,-1
2358,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,0,1,0,0,-1,-1,0,0,1,1,0,0,-1,1,0,0,0
2359,1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,1,-1,0,-1,0,0,-1,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,1
2360,0,-1,1,-1,1,-1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
2361,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,0
2362,0,0,1,-1,-1,1,0,1,1,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
2363,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0
2364,1,-1,0,0,0,0,0,-1,0,-1,-1,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,-1,0,1,0,0,0,0,-1,0,0,1,1,0,0,1,1,1,-1,0,0,-1,0,-1,0,0
2365,-1,1,0,0,0,-1,1,-1,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,-1,0,-1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,1,-1
2366,0,0,0,-1,1,-1,1,0,0,-1,0,0,0,0,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,-1,0,-1,0,1,0,0,0,-1,-1,0,-1,0,-1,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0
2367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,-1,-1,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,1,-1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0
2368,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0
2369,0,-1,-1,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2370,0,0,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,-1,0,0
2371,0,0,-1,0,1,0,-1,0,1,1,0,0,1,0,1,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,1,0,-1,0,0,0,-1,0,1,1,-1,1,0,0,0
2372,1,-1,0,0,0,1,1,0,0,-1,0,0,1,0,1,0,0,1,-1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,0,1,0,0,0,-1,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-1
2373,-1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,1,0,0,0,0,0,1,0,0,1
2374,0,0,0,-1,0,0,0,0,0,1,0,-1,1,1,-1,0,0,0,-1,0,0,-1,0,1,1,0,1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,1,0,0
2375,0,0,-1,1,0,0,-1,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,1,-1,-1,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0
2376,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,-1,-1,0,1,-1,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,1,0,0,-1,0,0
2377,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,-1,-1
2378,1,0,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,0,-1,0,-1,1,0,-1,-1,0
2379,0,0,0,0,1,1,1,1,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,-1,0,1,0,0,0
2380,0,0,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-1,1,-1,0,0,1,1,1,1,0,0,-1,1,1,0,-1,0,0,1,-1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1,0,-1
2381,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,-1,0,1,-1,0,-1,0,0,1,0,0,-1,1,0,0,0,1,-1,1,1,0,1,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,1
2382,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,-1,1,0,1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
2383,1,0,0,1,0,0,0,0,1,0,-1,-1,1,1,0,0,0,-1,0,1,-1,0,0,-1,0,1,0,1,0,0,-1,-1,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,1,0,-1,-1,0,0,0,0,0,1,-1,-1,-1,0,0
2384,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,1,-1,-1,0,-1,1,0,0,-1,0,0,0,-1,-1,1,0,0,-1,1,0,0,1,-1,-1,0,1,-1,0,0,-1,0,0,1,-1,-1,1,0,0,0,-1
2385,-1,-1,-1,0,1,1,0,-1,0,0,0,1,1,0,1,0,0,1,0,1,0,-1,-1,0,-1,-1,0,0,0,0,0,1,0,-1,0,0,1,1,0,-1,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
2386,-1,0,0,0,0,0,1,1,0,-1,0,1,1,1,0,0,0,-1,-1,1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,1,1,-1,-1,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2387,0,0,0,0,1,1,0,1,0,1,-1,0,0,0,1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,1,0
2388,0,0,0,-1,1,-1,0,0,-1,0,0,0,-1,0,-1,-1,1,1,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0
2389,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,-1,1,-1,0,0,0,0,0
2390,0,-1,0,0,0,0,1,-1,0,0,0,1,-1,1,1,0,-1,0,0,0,0,0,0,-1,0,-1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,-1,0,1,0,0,0,0,-1,0
2391,0,1,0,-1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,0,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2392,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,1,1,1,-1,0,1,1,1,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,1,1,0,1,0,-1
2393,0,0,0,-1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,1,0,-1,0,0,1,0,-1,0,0,0,0,1,1,-1,1,1,1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0
2394,1,0,0,-1,0,-1,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,1,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0
2395,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,1,-1,-1,1,0,-1,0,0,0,1,0,1,-1,0,1,0,-1,0,-1,-1,-1,1,0,0,0,0,0,0
2396,1,-1,0,-1,1,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,1,0,1,0,-1,0,0,-1,0,0,-1,1,1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,1
2397,1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,1,0,1,1,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,-1,0,-1,0,1,0,0,-1,1,0
2398,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,-1,0,1,0,0,0,-1,-1,0,0,0,1,0,-1,0,0,1,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2399,-1,-1,0,-1,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,-1,1,0,0,0,1,0,1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,-1,1
2400,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,-1,-1,-1
2401,1,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2402,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2403,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,1,0,-1,0,0,0,-1,1,1,0,-1,0,0,0,0,0,1,-1,0,1,-1,0,0,1,0,0,0,1,0,1,0,0,-1,0,1,1
2404,1,-1,0,0,0,0,0,0,-1,1,0,0,-1,1,-1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,0,1,0,1,0,-1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,1,1,0,0,0
2405,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,1,0,-1,0,0,-1,0,-1,0,1,1,0,0,1,0,0,1,0,0,0,-1,1,0,1,0,0,0,-1,0,0,0,-1,0,0,-1,-1,0
2406,0,0,0,1,0,0,1,0,-1,-1,0,-1,1,0,0,-1,0,0,0,0,0,1,0,-1,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,1,-1,0,0,-1,0,0,0,0,0,0,-1,0
2407,0,0,-1,0,0,0,1,0,-1,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,-1,0,0,1,0,0,-1,0,-1,0,0,-1,0,0,1,1,0,1,1
2408,0,0,-1,0,-1,-1,0,1,1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0
2409,0,0,0,-1,0,-1,0,0,0,1,0,1,0,1,0,0,-1,0,0,0,0,-1,1,-1,0,0,0,0,0,1,-1,1,1,0,-1,0,0,0,-1,1,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,1,-1,0,-1,-1,-1,0
2410,0,0,-1,0,0,0,1,1,1,0,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,1,1,-1,-1,0,-1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,1,0,1,0
2411,1,-1,1,0,0,0,0,-1,-1,0,1,0,0,0,0,1,0,1,-1,0,0,0,1,-1,0,1,-1,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,-1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
2412,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0
2413,-1,0,0,0,0,1,0,-1,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,-1,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0
2414,0,0,0,-1,0,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,1
2415,0,-1,0,0,1,-1,0,1,0,-1,-1,0,-1,0,0,0,-1,0,0,1,-1,0,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,-1,0,0,0,0
2416,0,1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,0,0,0,-1,0,0,1,0,0,0,0,-1,1,-1,0,1,0,-1,1,0,0,0,0,0,-1,0,0,-1,0,0,0
2417,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,-1,1,0,0,0,0
2418,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,0,-1,-1,0,0
2419,-1,0,0,0,0,-1,1,1,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,1,1,1,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2420,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,-1,1,0,0,-1,1,0,0,0,0
2421,0,-1,1,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,1,1,0,-1,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
2422,0,1,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0
2423,-1,-1,1,0,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,-1,-1,0,1,0,-1
2424,0,-1,1,0,0,0,0,0,-1,1,1,1,0,-1,1,0,0,-1,0,1,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-1,1,-1,-1,0,-1,0
2425,0,0,-1,1,0,0,0,-1,1,1,0,0,-1,-1,0,0,0,1,0,0,0,0,0,-1,1,0,0,-1,0,0,0,-1,-1,1,-1,1,0,0,1,0,0,0,0,-1,0,1,-1,1,-1,-1,0,0,0,0,0,-1,0,1,0,1,0,-1,0,0
2426,0,1,0,1,-1,0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
2427,1,1,0,0,0,1,1,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0
2428,1,0,0,0,-1,-1,0,0,0,1,0,-1,-1,0,-1,0,0,-1,0,0,-1,-1,1,0,-1,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,0,0,-1,0,1
2429,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,-1,-1,0,0,0,0,-1,0,0,0
2430,0,-1,1,0,0,0,0,-1,-1,0,-1,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,1,0,0,1,-1,-1,0,1,0,0,0,1,1,1,0,0,-1,0,1,-1,0,0,1,0,0,0
2431,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-1,0,0,1,0,0,0,1,0,1,-1,0,0,0,0,1,1,-1,0,1,0,1
2432,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,0,0,-1,0,0,0,-1,0,1,0,0,-1,0,0,0,0,1,1
2433,1,-1,0,1,-1,0,0,-1,-1,0,0,0,0,-1,1,0,0,-1,0,-1,0,-1,0,0,-1,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,-1,0,1,-1,0,0,0,0,0,1,-1,0,0
2434,0,1,0,1,0,0,-1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,1,0,-1,0,1,-1,0,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0
2435,0,-1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0
2436,0,0,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1
2437,-1,0,1,-1,-1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
2438,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,-1,1,0,0,-1,0,0,0,-1,1
2439,-1,0,0,-1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1,-1,0,-1,-1,-1,1,0,1,0,-1,0,0,0,-1,0,1,0,0,0,0,1,1,-1,-1,1
2440,0,1,1,0,0,0,0,1,0,0,0,1,-1,-1,0,0,1,0,0,1,0,1,1,0,0,1,1,-1,0,0,0,1,0,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,-1,0,0,1,0,0,0,0,-1,0,0
2441,0,-1,0,1,-1,0,-1,0,1,0,0,1,0,1,-1,0,1,0,0,0,1,0,1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2442,0,0,0,-1,-1,0,1,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,1,1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,1,0,-1,0,0,0,0,-1,1,1
2443,0,-1,1,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,-1,0,0,-1,1
2444,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,1,0,0,0,-1,1,1,0,-1,0,1,0,1,0,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,-1,0
2445,-1,1,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,0,0,-1,0,1,0,0,1,0,0,1,0,1,-1,0,0,1,0,0,0,0,0
2446,0,1,-1,0,-1,0,1,-1,0,1,0,0,0,0,0,1,-1,-1,0,-1,1,-1,0,-1,1,1,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,-1,0,1,1,0,0,1,-1,0,0,1,0,0,0
2447,0,1,0,-1,0,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,1,1,0,1,-1,0,-1,1,1,1,0,0
2448,0,0,0,-1,0,0,0,1,1,0,0,-1,-1,-1,0,0,1,0,0,0,-1,0,0,1,0,-1,0,0,-1,1,0,0,1,0,1,1,1,0,0,1,-1,0,0,0,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,1,0
2449,0,-1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,1,0,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,-1,0,0
2450,-1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,1,-1,0,-1,-1,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,1,0,1,1,1,0,1,-1
