PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2131,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,0,-1,1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,-1,1,0,0,-1,0,-1,0,1,-1,0,0,-1,0,0,-1,0,0,-1,-1,0
2132,0,0,1,-1,0,1,0,-1,0,0,0,-1,0,-1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0
2133,0,-1,0,0,1,0,-1,0,0,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,1,1,0,-1,-1,-1,0,-1,0,0,1,0,-1,-1,0,0,1,-1,0,0,0,1,0,0,0,1,1,-1,-1
2134,0,-1,0,0,-1,1,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,1
2135,1,-1,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,1,1,0,0,-1,1,-1,0,0,1,0,0,0,0,0,1,0,0,1,0,-1,-1,0,0,0,-1,0,0,-1,0,1,0,0,0,0,1,0,0,0,1,0
2136,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0
2137,0,0,0,0,0,0,1,0,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,1,0,0,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1
2138,0,1,1,-1,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,1,1,-1,1,-1,0,0,-1,0,0,0,-1,0,1,0,0,0,-1,0,1,0,0,-1,1,1,0,0,0,0,-1,-1,1,-1,0,0,-1,0,0,0,0
2139,0,0,0,1,0,0,1,1,0,0,-1,0,-1,1,-1,1,0,1,0,0,1,0,0,-1,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
2140,-1,0,0,0,-1,-1,0,0,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,1,-1,1,1
2141,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,1,-1,0,1,0,0,0,0,0,0,-1,0
2142,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,1,-1,-1,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,0,0,-1,0,1,0,-1,0,1,-1,1,-1,1,-1,-1,0,-1
2143,0,0,1,0,-1,1,-1,0,0,-1,0,0,0,1,0,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2144,-1,1,-1,0,0,0,-1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,-1,1,0,1,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0,0
2145,0,0,0,-1,0,-1,0,0,1,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
2146,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0
2147,-1,-1,1,0,0,0,-1,0,0,-1,-1,1,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,-1,0,0,0,-1,0,0,-1,1,0,0,0,-1,0,0,-1,1,0,1,0,0,0,0,0,0,0
2148,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,-1,0,0,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,0,0,1,0,1,-1,0,0,-1,0,0,0,-1,0
2149,0,1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,1,1,0,1,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,1,0,0,1,-1,0,0,0,1,1,-1,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,-1
2150,1,0,0,0,0,0,0,0,-1,0,1,-1,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,-1,1,0,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0
2151,0,0,0,0,-1,0,1,0,0,-1,0,0,0,-1,0,1,-1,1,0,-1,1,-1,0,0,1,0,-1,0,0,0,0,1,-1,-1,1,0,0,-1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,-1,0,0,-1,-1
2152,0,1,-1,0,0,0,0,1,0,0,-1,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,-1,-1,1,1,0,0,1,-1,-1,0,1,-1,-1,0,0,1,1,1,1,0,-1,-1,0,-1,0,0,0,-1,0,0,0,-1,0
2153,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,0,1,0,0,0,0,-1,1,1,-1,0,0,-1,0,1,1,0,-1,1,0,0,1,0,0,1,0,1
2154,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2155,0,1,0,-1,0,0,-1,1,0,1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1,0,-1,1,-1,0,0,0,-1,0,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,0
2156,0,-1,0,0,0,1,0,0,-1,0,0,-1,1,0,0,0,0,0,-1,1,1,0,1,-1,0,1,1,0,1,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,0,-1,0,0,1,0,0
2157,1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,1
2158,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0
2159,0,1,0,0,-1,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,-1,0
2160,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,1,0,0,-1,0,0,1,-1,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,0,0
2161,0,0,-1,0,0,0,0,-1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,0,-1,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,-1,0,0,-1,0,-1,1,0,0,0
2162,0,0,0,0,0,1,0,-1,1,1,0,0,-1,1,0,1,0,-1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-1,1,0,1,0,-1,0,0,0,-1
2163,0,0,0,0,-1,0,0,0,0,0,1,0,-1,-1,1,1,0,0,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,-1,1,0,0,-1,0,1,0,-1,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0
2164,0,1,-1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2165,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,0,-1,0,1
2166,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,0,-1,-1,1,0,0,-1,0,-1,1,1,1,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,1,0
2167,0,-1,0,1,0,0,0,-1,1,0,0,0,0,-1,-1,1,-1,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2168,0,0,0,1,1,-1,1,0,1,-1,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,0,1,-1,-1,-1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
2169,0,0,-1,0,0,0,0,0,1,0,0,1,0,-1,0,1,-1,-1,0,0,-1,0,0,-1,0,1,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2170,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,1,0,1,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,-1,1,0,0,0
2171,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,1,0,1,-1,0,0
2172,0,1,0,0,-1,0,-1,-1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,1,-1,1,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0
2173,1,1,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,-1,1,-1,0,0,-1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,-1,0
2174,-1,0,-1,-1,0,1,1,-1,0,-1,0,1,-1,0,0,0,1,1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,-1,1,0,0,1,0,0,0
2175,1,-1,1,0,-1,-1,0,0,0,1,0,1,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0
2176,0,0,0,1,1,0,0,0,0,0,0,-1,1,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,1,1,-1,0,0,-1,0,0,0,1,-1,1,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1
2177,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,1,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2178,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,-1,0,1,1,0,0,1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1
2179,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,1,0,-1,1,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,-1
2180,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,0,0,1,0,0,0,-1,0,0,0,1,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2181,0,-1,0,0,-1,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,1,0,0,-1,-1,0,0,0,-1,0,-1,-1,0,1,0,0,0,-1,0,-1,0
2182,-1,0,0,0,0,1,-1,0,0,1,1,0,0,-1,0,1,0,0,0,-1,1,1,0,0,0,0,1,-1,0,0,0,-1,1,0,-1,0,1,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,-1,0,0,1,-1,0,1,0,0,0,-1,-1,0
2183,0,-1,-1,-1,-1,-1,1,0,1,0,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,-1,0,0,-1,0,0,0,1,0,1,0,-1,0,0,-1,0,-1,0,0,1,-1,-1,0,0,0,0,0,1,0,0,-1
2184,1,1,0,1,0,0,1,1,0,0,0,-1,-1,1,-1,-1,0,1,0,0,-1,0,-1,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2185,0,0,-1,0,0,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,1,0,1,0,1,1,-1,0,0,1,1,0,0,0,1,0,0,0,-1
2186,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,-1,-1,0,0,0,1,-1,0,-1,0,0,1,0,0,1,1,0,-1,0,0,-1,0,-1,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
2187,0,0,1,1,0,0,0,1,-1,0,-1,0,0,0,0,1,0,0,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,1,0,1,0,-1,0,-1,0,1,1,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0
2188,1,0,0,0,1,0,0,-1,1,0,0,0,-1,0,0,-1,0,0,-1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,-1
2189,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,0,1,-1,0,0,0,0,-1,0,1,0,1,-1,0,1,1,0,-1,-1,-1,0,0,-1,-1,0,0,1,0,1,0,0,0,0,1,0,-1,1,0,-1,0,1,0,1,0,0,-1
2190,0,-1,1,0,1,1,1,-1,1,0,1,0,0,0,0,0,-1,0,0,-1,1,1,1,1,0,0,0,0,-1,-1,0,0,0,0,1,0,1,0,-1,1,0,0,0,1,-1,0,1,-1,1,0,0,0,0,0,0,1,1,0,0,0,-1,1,0,-1
2191,1,0,1,0,1,0,0,0,-1,-1,0,-1,0,0,1,0,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,1,0,0,0
2192,-1,-1,1,-1,0,-1,-1,0,0,0,0,-1,0,1,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,0,1,1,0,-1,0,-1,0,0
2193,-1,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,0,0
2194,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,1,-1,-1,-1,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,-1,0,0,-1,0,-1,0,0,0,0,1,1,1
2195,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,1,0,0,0,1,1,0,1,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,1,1,0,0,-1
2196,0,0,-1,1,1,0,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,1,0,1,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,1,-1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2197,0,0,-1,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,1,-1,1,1,0,1,0,0,-1,0,0,0
2198,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-1,0,1,-1,0,0,1,1,0,0,0,0,1,-1,0,0,0
2199,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,0,1,0,0,-1
2200,-1,0,0,0,0,-1,0,1,0,1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,-1,-1,0,1,-1,1,0,-1,1,0,1,0,-1,0,-1,0,-1,0,0,0,0,0,1,0,0,-1,0,0,-1,1,0,1,0,1,0,0,0,1
2201,1,-1,-1,0,0,1,0,1,0,0,1,0,0,1,0,-1,0,1,1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,1,0,1,0,0,0,0,0,1,0,-1,-1,0,1,1,1,0,1,0,0,-1,0,1,0
2202,-1,0,0,0,-1,0,0,-1,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0
2203,0,0,-1,0,1,0,0,1,1,-1,0,1,0,1,0,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,0,0,-1,0,0,0,0,-1,0,1,0,0,1,-1,-1,1,-1,1,0
2204,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,1,0,0,0,-1,0,1,-1,0,1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2205,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,-1,0,0,1,1,0,-1,1,0,0,1,0,0,0,1,0,0,0,0
2206,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,-1,1,-1,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,-1,0,-1,1,0,0,-1,-1,1,1,1,1,1,-1,-1,0,0,-1,1,0,0
2207,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,0,0,1,0,-1,-1
2208,0,0,0,0,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,-1
2209,-1,0,0,-1,0,0,1,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,0,0,1,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1
2210,1,1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,1,0,1,0,0,-1,1,0,0
2211,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,1,0,-1,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0
2212,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,1,-1,0,1,1,0,0,1,1,0,1,0,0,1,1,-1,0,1,1,0,0,0
2213,1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,1,1,1,0,-1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0
2214,1,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,-1,0,0,0,-1,0,0,-1,0,0,0,1,1,0,1,0,1
2215,0,-1,0,0,-1,1,0,0,1,0,0,-1,-1,0,0,0,-1,1,0,0,-1,0,0,0,0,1,0,-1,-1,0,0,-1,0,1,0,0,1,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,1,0,0
2216,0,-1,1,1,0,0,-1,0,0,-1,0,1,-1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,-1,0,0,0,1,1,0,0,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,-1,-1,-1,1,-1,0,1,1,-1,1,0,1,0,-1,1
2217,0,-1,0,-1,1,0,-1,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0
2218,-1,1,1,0,0,1,-1,0,0,1,1,0,0,1,1,-1,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,1,0,-1,0,0
2219,0,-1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,0,-1,0,1,-1,0,-1,-1,0,0,0,-1,1,0,0,0,0
2220,0,0,0,1,-1,1,-1,0,-1,-1,1,0,0,-1,-1,0,0,0,1,0,0,-1,-1,-1,1,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2221,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0
2222,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,1,0,1,0,0,-1,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
2223,0,1,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,1,-1,-1,0,-1,1,0,0,-1,0,-1,1,1,-1,0,1,0,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,1,1,0,-1,0,0,0,-1,1,0,1,0,0,0,0,0
2224,-1,0,0,0,0,1,0,0,1,0,-1,0,1,1,0,0,1,-1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,1,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,1
2225,0,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,1,-1,-1,-1,0,0,0
2226,0,0,0,0,0,0,0,1,0,0,-1,1,1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,0
